"namefull","playerid","yearid","war","current_candidate"
"Joe Morgan","morgajo02",1965,5.65,0
"Joe Morgan","morgajo02",1971,5.62,0
"Joe Morgan","morgajo02",1982,5.06,0
"Joe Morgan","morgajo02",1967,5.03,0
"Joe Morgan","morgajo02",1969,3.7,0
"Joe Morgan","morgajo02",1980,3.61,0
"Joe Morgan","morgajo02",1966,3.6,0
"Joe Morgan","morgajo02",1970,3.45,0
"Joe Morgan","morgajo02",1983,3.17,0
"Joe Morgan","morgajo02",1979,2.72,0
"Joe Morgan","morgajo02",1981,2.06,0
"Joe Morgan","morgajo02",1984,1.59,0
"Joe Morgan","morgajo02",1978,1.58,0
"Joe Morgan","morgajo02",1963,0.09,0
"Joe Morgan","morgajo02",1968,0.06,0
"Joe Morgan","morgajo02",1964,-0.23,0
"Eddie Murray","murraed02",1984,7.09,0
"Eddie Murray","murraed02",1983,6.64,0
"Eddie Murray","murraed02",1985,5.62,0
"Eddie Murray","murraed02",1982,5.17,0
"Eddie Murray","murraed02",1990,5.13,0
"Eddie Murray","murraed02",1979,4.9,0
"Eddie Murray","murraed02",1980,4.43,0
"Eddie Murray","murraed02",1978,4.25,0
"Eddie Murray","murraed02",1986,4.09,0
"Eddie Murray","murraed02",1987,3.82,0
"Eddie Murray","murraed02",1981,3.72,0
"Eddie Murray","murraed02",1977,3.22,0
"Eddie Murray","murraed02",1988,3.17,0
"Eddie Murray","murraed02",1995,2.42,0
"Eddie Murray","murraed02",1989,1.99,0
"Eddie Murray","murraed02",1992,1.59,0
"Eddie Murray","murraed02",1991,1.24,0
"Eddie Murray","murraed02",1993,1.12,0
"Eddie Murray","murraed02",1994,-0.08,0
"Eddie Murray","murraed02",1996,-0.3,0
"Eddie Murray","murraed02",1997,-0.97,0
"Stan Musial","musiast01",1948,11.11,0
"Stan Musial","musiast01",1943,9.39,0
"Stan Musial","musiast01",1949,9.26,0
"Stan Musial","musiast01",1951,9.06,0
"Stan Musial","musiast01",1944,8.77,0
"Stan Musial","musiast01",1946,8.63,0
"Stan Musial","musiast01",1952,7.97,0
"Stan Musial","musiast01",1953,7.71,0
"Stan Musial","musiast01",1950,7.32,0
"Stan Musial","musiast01",1954,6.93,0
"Stan Musial","musiast01",1955,6.09,0
"Stan Musial","musiast01",1957,6.09,0
"Stan Musial","musiast01",1956,5.52,0
"Stan Musial","musiast01",1942,5.26,0
"Stan Musial","musiast01",1947,4.6,0
"Stan Musial","musiast01",1958,4.12,0
"Stan Musial","musiast01",1962,3.62,0
"Stan Musial","musiast01",1961,2.62,0
"Stan Musial","musiast01",1960,1.88,0
"Stan Musial","musiast01",1963,1.31,0
"Stan Musial","musiast01",1941,0.59,0
"Stan Musial","musiast01",1959,0.28,0
"Phil Niekro","niekrph01",1978,10.43,0
"Phil Niekro","niekrph01",1977,8.44,0
"Phil Niekro","niekrph01",1974,8,0
"Phil Niekro","niekrph01",1979,7.96,0
"Phil Niekro","niekrph01",1976,6.85,0
"Phil Niekro","niekrph01",1975,6.57,0
"Phil Niekro","niekrph01",1969,6.29,0
"Phil Niekro","niekrph01",1972,5.67,0
"Phil Niekro","niekrph01",1971,5.15,0
"Phil Niekro","niekrph01",1967,4.92,0
"Phil Niekro","niekrph01",1984,4.65,0
"Phil Niekro","niekrph01",1973,3.96,0
"Phil Niekro","niekrph01",1968,3.74,0
"Phil Niekro","niekrph01",1982,3.19,0
"Phil Niekro","niekrph01",1980,2.96,0
"Phil Niekro","niekrph01",1983,2.53,0
"Phil Niekro","niekrph01",1970,2.12,0
"Phil Niekro","niekrph01",1985,1.74,0
"Phil Niekro","niekrph01",1981,1.18,0
"Phil Niekro","niekrph01",1986,0.96,0
"Phil Niekro","niekrph01",1965,0.32,0
"Phil Niekro","niekrph01",1987,-0.08,0
"Phil Niekro","niekrph01",1964,-0.13,0
"Phil Niekro","niekrph01",1966,-0.87,0
"Mel Ott","ottme01",1938,8.9,0
"Mel Ott","ottme01",1932,7.9,0
"Mel Ott","ottme01",1936,7.8,0
"Mel Ott","ottme01",1929,7.39,0
"Mel Ott","ottme01",1934,7.31,0
"Mel Ott","ottme01",1935,7.12,0
"Mel Ott","ottme01",1937,6.43,0
"Mel Ott","ottme01",1930,6.41,0
"Mel Ott","ottme01",1942,6.29,0
"Mel Ott","ottme01",1939,5.7,0
"Mel Ott","ottme01",1931,5.6,0
"Mel Ott","ottme01",1933,5.48,0
"Mel Ott","ottme01",1944,5.25,0
"Mel Ott","ottme01",1940,5.17,0
"Mel Ott","ottme01",1941,4.64,0
"Mel Ott","ottme01",1945,4.51,0
"Mel Ott","ottme01",1928,3.85,0
"Mel Ott","ottme01",1943,2.84,0
"Mel Ott","ottme01",1926,0.27,0
"Mel Ott","ottme01",1927,-0.06,0
"Mel Ott","ottme01",1947,-0.09,0
"Mel Ott","ottme01",1946,-0.94,0
"Jim Palmer","palmeji01",1975,8.47,0
"Jim Palmer","palmeji01",1977,7.55,0
"Jim Palmer","palmeji01",1976,6.58,0
"Jim Palmer","palmeji01",1970,6.48,0
"Jim Palmer","palmeji01",1978,6.37,0
"Jim Palmer","palmeji01",1973,6.36,0
"Jim Palmer","palmeji01",1972,6.18,0
"Jim Palmer","palmeji01",1982,4.81,0
"Jim Palmer","palmeji01",1971,4.37,0
"Jim Palmer","palmeji01",1969,4.33,0
"Jim Palmer","palmeji01",1979,2.14,0
"Jim Palmer","palmeji01",1966,2,0
"Jim Palmer","palmeji01",1980,1.7,0
"Jim Palmer","palmeji01",1974,1.42,0
"Jim Palmer","palmeji01",1981,1.13,0
"Jim Palmer","palmeji01",1967,0.62,0
"Jim Palmer","palmeji01",1983,0.23,0
"Jim Palmer","palmeji01",1965,-0.53,0
"Jim Palmer","palmeji01",1984,-0.81,0
"Herb Pennock","pennohe01",1924,7.64,0
"Herb Pennock","pennohe01",1925,6.34,0
"Herb Pennock","pennohe01",1923,5.92,0
"Herb Pennock","pennohe01",1928,5.72,0
"Herb Pennock","pennohe01",1920,3.94,0
"Herb Pennock","pennohe01",1919,3.22,0
"Herb Pennock","pennohe01",1926,3.11,0
"Herb Pennock","pennohe01",1927,3.1,0
"Herb Pennock","pennohe01",1921,2.54,0
"Herb Pennock","pennohe01",1922,2.2,0
"Herb Pennock","pennohe01",1914,1.75,0
"Herb Pennock","pennohe01",1931,1.63,0
"Herb Pennock","pennohe01",1934,1.38,0
"Herb Pennock","pennohe01",1930,0.7,0
"Herb Pennock","pennohe01",1916,0.14,0
"Herb Pennock","pennohe01",1932,0.09,0
"Herb Pennock","pennohe01",1933,-0.38,0
"Herb Pennock","pennohe01",1917,-0.39,0
"Herb Pennock","pennohe01",1912,-0.57,0
"Herb Pennock","pennohe01",1929,-0.65,0
"Herb Pennock","pennohe01",1913,-0.91,0
"Herb Pennock","pennohe01",1915,-1.58,0
"Tony Perez","perezto01",1970,7.17,0
"Tony Perez","perezto01",1969,5.99,0
"Tony Perez","perezto01",1968,5.89,0
"Tony Perez","perezto01",1973,5.28,0
"Tony Perez","perezto01",1972,4.72,0
"Tony Perez","perezto01",1971,4.14,0
"Tony Perez","perezto01",1978,3.25,0
"Tony Perez","perezto01",1967,3.22,0
"Tony Perez","perezto01",1975,3.07,0
"Tony Perez","perezto01",1977,2.81,0
"Tony Perez","perezto01",1976,2.57,0
"Tony Perez","perezto01",1974,2.52,0
"Tony Perez","perezto01",1985,1.68,0
"Tony Perez","perezto01",1965,0.65,0
"Tony Perez","perezto01",1980,0.65,0
"Tony Perez","perezto01",1979,0.52,0
"Tony Perez","perezto01",1981,0.42,0
"Tony Perez","perezto01",1982,0.38,0
"Tony Perez","perezto01",1983,0.29,0
"Tony Perez","perezto01",1986,-0.07,0
"Tony Perez","perezto01",1964,-0.23,0
"Tony Perez","perezto01",1966,-0.45,0
"Tony Perez","perezto01",1984,-0.59,0
"Gaylord Perry","perryga01",1972,11.18,0
"Gaylord Perry","perryga01",1974,8.6,0
"Gaylord Perry","perryga01",1973,7.94,0
"Gaylord Perry","perryga01",1970,7.14,0
"Gaylord Perry","perryga01",1969,6.27,0
"Gaylord Perry","perryga01",1975,5.84,0
"Gaylord Perry","perryga01",1976,5.82,0
"Gaylord Perry","perryga01",1967,5.32,0
"Gaylord Perry","perryga01",1964,5.14,0
"Gaylord Perry","perryga01",1966,5.06,0
"Gaylord Perry","perryga01",1968,4.82,0
"Gaylord Perry","perryga01",1978,3.77,0
"Gaylord Perry","perryga01",1977,2.98,0
"Gaylord Perry","perryga01",1979,2.8,0
"Gaylord Perry","perryga01",1982,2.27,0
"Gaylord Perry","perryga01",1980,2.26,0
"Gaylord Perry","perryga01",1981,1.73,0
"Gaylord Perry","perryga01",1971,1.58,0
"Gaylord Perry","perryga01",1983,1.32,0
"Gaylord Perry","perryga01",1965,0.11,0
"Gaylord Perry","perryga01",1963,-0.46,0
"Gaylord Perry","perryga01",1962,-0.5,0
"Mike Piazza","piazzmi01",1997,8.66,0
"Mike Piazza","piazzmi01",1993,7.02,0
"Mike Piazza","piazzmi01",1998,6.26,0
"Mike Piazza","piazzmi01",1995,6.2,0
"Mike Piazza","piazzmi01",1996,5.37,0
"Mike Piazza","piazzmi01",2000,5.1,0
"Mike Piazza","piazzmi01",2001,4.45,0
"Mike Piazza","piazzmi01",1999,4.26,0
"Mike Piazza","piazzmi01",1994,3.63,0
"Mike Piazza","piazzmi01",2002,2.97,0
"Mike Piazza","piazzmi01",2006,2.94,0
"Mike Piazza","piazzmi01",2003,2.08,0
"Mike Piazza","piazzmi01",2004,0.13,0
"Mike Piazza","piazzmi01",2007,0.11,0
"Mike Piazza","piazzmi01",1992,0.1,0
"Mike Piazza","piazzmi01",2005,0.08,0
"Kirby Puckett","puckeki01",1988,7.74,0
"Kirby Puckett","puckeki01",1992,7.1,0
"Kirby Puckett","puckeki01",1986,5.69,0
"Kirby Puckett","puckeki01",1989,4.91,0
"Kirby Puckett","puckeki01",1991,4.27,0
"Kirby Puckett","puckeki01",1987,4.18,0
"Kirby Puckett","puckeki01",1994,3.64,0
"Kirby Puckett","puckeki01",1984,3.31,0
"Kirby Puckett","puckeki01",1995,3.09,0
"Kirby Puckett","puckeki01",1985,2.86,0
"Kirby Puckett","puckeki01",1990,2.81,0
"Kirby Puckett","puckeki01",1993,1.33,0
"Jim Rice","riceji01",1978,7.54,0
"Jim Rice","riceji01",1979,6.34,0
"Jim Rice","riceji01",1983,5.62,0
"Jim Rice","riceji01",1986,5.59,0
"Jim Rice","riceji01",1977,5.18,0
"Jim Rice","riceji01",1982,3.03,0
"Jim Rice","riceji01",1975,2.95,0
"Jim Rice","riceji01",1984,2.46,0
"Jim Rice","riceji01",1981,2.44,0
"Jim Rice","riceji01",1976,2.34,0
"Jim Rice","riceji01",1980,2,0
"Jim Rice","riceji01",1985,1.86,0
"Jim Rice","riceji01",1988,0.52,0
"Jim Rice","riceji01",1987,0.19,0
"Jim Rice","riceji01",1974,0.03,0
"Jim Rice","riceji01",1989,-0.69,0
"Cal Ripken","ripkeca01",1991,11.49,0
"Cal Ripken","ripkeca01",1984,10,0
"Cal Ripken","ripkeca01",1983,8.16,0
"Cal Ripken","ripkeca01",1990,7.49,0
"Cal Ripken","ripkeca01",1989,6.63,0
"Cal Ripken","ripkeca01",1986,6.61,0
"Cal Ripken","ripkeca01",1988,5.72,0
"Cal Ripken","ripkeca01",1985,5.53,0
"Cal Ripken","ripkeca01",1982,4.65,0
"Cal Ripken","ripkeca01",1992,4.02,0
"Cal Ripken","ripkeca01",1994,3.98,0
"Cal Ripken","ripkeca01",1995,3.92,0
"Cal Ripken","ripkeca01",1996,3.77,0
"Cal Ripken","ripkeca01",1993,3.69,0
"Cal Ripken","ripkeca01",1987,3.22,0
"Cal Ripken","ripkeca01",1999,2.66,0
"Cal Ripken","ripkeca01",1998,1.9,0
"Cal Ripken","ripkeca01",1997,1.79,0
"Cal Ripken","ripkeca01",2000,1.36,0
"Cal Ripken","ripkeca01",1981,-0.47,0
"Cal Ripken","ripkeca01",2001,-0.64,0
"Robin Roberts","roberro01",1953,9.82,0
"Robin Roberts","roberro01",1954,8.66,0
"Robin Roberts","roberro01",1951,8.63,0
"Robin Roberts","roberro01",1952,8.49,0
"Robin Roberts","roberro01",1950,6.8,0
"Robin Roberts","roberro01",1958,6.55,0
"Robin Roberts","roberro01",1955,5.82,0
"Robin Roberts","roberro01",1962,4.65,0
"Robin Roberts","roberro01",1960,3.56,0
"Robin Roberts","roberro01",1964,3.41,0
"Robin Roberts","roberro01",1948,3.35,0
"Robin Roberts","roberro01",1965,3.23,0
"Robin Roberts","roberro01",1963,3.18,0
"Robin Roberts","roberro01",1949,3.09,0
"Robin Roberts","roberro01",1956,2.97,0
"Robin Roberts","roberro01",1957,2.58,0
"Robin Roberts","roberro01",1959,2.52,0
"Robin Roberts","roberro01",1966,-0.16,0
"Robin Roberts","roberro01",1961,-1.1,0
"Brooks Robinson","robinbr01",1968,8.39,0
"Brooks Robinson","robinbr01",1964,8.06,0
"Brooks Robinson","robinbr01",1967,7.71,0
"Brooks Robinson","robinbr01",1962,6.08,0
"Brooks Robinson","robinbr01",1971,5.98,0
"Brooks Robinson","robinbr01",1974,4.99,0
"Brooks Robinson","robinbr01",1966,4.57,0
"Brooks Robinson","robinbr01",1965,4.53,0
"Brooks Robinson","robinbr01",1969,4.12,0
"Brooks Robinson","robinbr01",1960,4.09,0
"Brooks Robinson","robinbr01",1970,3.87,0
"Brooks Robinson","robinbr01",1973,3.53,0
"Brooks Robinson","robinbr01",1972,3.51,0
"Brooks Robinson","robinbr01",1961,3.47,0
"Brooks Robinson","robinbr01",1963,2.81,0
"Brooks Robinson","robinbr01",1959,2.15,0
"Brooks Robinson","robinbr01",1975,1.8,0
"Brooks Robinson","robinbr01",1957,0.39,0
"Brooks Robinson","robinbr01",1956,-0.03,0
"Brooks Robinson","robinbr01",1977,-0.16,0
"Brooks Robinson","robinbr01",1958,-0.36,0
"Brooks Robinson","robinbr01",1976,-0.52,0
"Brooks Robinson","robinbr01",1955,-0.62,0
"Frank Robinson","robinfr02",1962,8.72,0
"Frank Robinson","robinfr02",1964,7.89,0
"Frank Robinson","robinfr02",1961,7.69,0
"Frank Robinson","robinfr02",1966,7.66,0
"Frank Robinson","robinfr02",1969,7.52,0
"Frank Robinson","robinfr02",1957,6.88,0
"Frank Robinson","robinfr02",1956,6.51,0
"Frank Robinson","robinfr02",1960,6.21,0
"Frank Robinson","robinfr02",1959,5.81,0
"Frank Robinson","robinfr02",1967,5.4,0
"Frank Robinson","robinfr02",1965,5.05,0
"Frank Robinson","robinfr02",1970,4.77,0
"Frank Robinson","robinfr02",1963,4.76,0
"Frank Robinson","robinfr02",1973,4.75,0
"Frank Robinson","robinfr02",1958,4.32,0
"Frank Robinson","robinfr02",1968,3.72,0
"Frank Robinson","robinfr02",1974,3.27,0
"Frank Robinson","robinfr02",1971,3.26,0
"Frank Robinson","robinfr02",1972,1.97,0
"Frank Robinson","robinfr02",1975,0.91,0
"Frank Robinson","robinfr02",1976,0.14,0
"Jackie Robinson","robinja02",1951,9.66,0
"Jackie Robinson","robinja02",1949,9.61,0
"Jackie Robinson","robinja02",1952,8.47,0
"Jackie Robinson","robinja02",1950,7.46,0
"Jackie Robinson","robinja02",1953,6.96,0
"Jackie Robinson","robinja02",1948,5.37,0
"Jackie Robinson","robinja02",1956,4.53,0
"Jackie Robinson","robinja02",1954,3.66,0
"Jackie Robinson","robinja02",1947,3.13,0
"Jackie Robinson","robinja02",1955,2.6,0
"Red Ruffing","ruffire01",1932,7.88,0
"Red Ruffing","ruffire01",1937,6.56,0
"Red Ruffing","ruffire01",1938,6.12,0
"Red Ruffing","ruffire01",1939,5.32,0
"Red Ruffing","ruffire01",1936,5.3,0
"Red Ruffing","ruffire01",1935,5.14,0
"Red Ruffing","ruffire01",1928,4.99,0
"Red Ruffing","ruffire01",1930,4.2,0
"Red Ruffing","ruffire01",1933,3.12,0
"Red Ruffing","ruffire01",1925,2.79,0
"Red Ruffing","ruffire01",1940,2.7,0
"Red Ruffing","ruffire01",1931,2.56,0
"Red Ruffing","ruffire01",1934,2.45,0
"Red Ruffing","ruffire01",1942,2.24,0
"Red Ruffing","ruffire01",1929,2.12,0
"Red Ruffing","ruffire01",1941,2,0
"Red Ruffing","ruffire01",1927,1.95,0
"Red Ruffing","ruffire01",1946,1.75,0
"Red Ruffing","ruffire01",1945,1.29,0
"Red Ruffing","ruffire01",1926,0.81,0
"Red Ruffing","ruffire01",1924,-0.07,0
"Red Ruffing","ruffire01",1947,-0.85,0
"Babe Ruth","ruthba01",1923,14.07,0
"Babe Ruth","ruthba01",1921,12.57,0
"Babe Ruth","ruthba01",1927,12.36,0
"Babe Ruth","ruthba01",1920,11.77,0
"Babe Ruth","ruthba01",1924,11.73,0
"Babe Ruth","ruthba01",1926,11.47,0
"Babe Ruth","ruthba01",1930,10.48,0
"Babe Ruth","ruthba01",1916,10.39,0
"Babe Ruth","ruthba01",1931,10.32,0
"Babe Ruth","ruthba01",1919,10.21,0
"Babe Ruth","ruthba01",1928,10.13,0
"Babe Ruth","ruthba01",1917,8.66,0
"Babe Ruth","ruthba01",1932,8.34,0
"Babe Ruth","ruthba01",1929,8.04,0
"Babe Ruth","ruthba01",1918,7.41,0
"Babe Ruth","ruthba01",1933,6.35,0
"Babe Ruth","ruthba01",1922,6.29,0
"Babe Ruth","ruthba01",1934,5.06,0
"Babe Ruth","ruthba01",1915,4.46,0
"Babe Ruth","ruthba01",1925,3.47,0
"Babe Ruth","ruthba01",1935,0.2,0
"Babe Ruth","ruthba01",1914,-0.13,0
"Nolan Ryan","ryanno01",1977,7.87,0
"Nolan Ryan","ryanno01",1973,7.76,0
"Nolan Ryan","ryanno01",1972,6.31,0
"Nolan Ryan","ryanno01",1974,5.95,0
"Nolan Ryan","ryanno01",1991,5.2,0
"Nolan Ryan","ryanno01",1989,5.13,0
"Nolan Ryan","ryanno01",1981,5.08,0
"Nolan Ryan","ryanno01",1987,4.81,0
"Nolan Ryan","ryanno01",1979,3.81,0
"Nolan Ryan","ryanno01",1990,3.63,0
"Nolan Ryan","ryanno01",1976,3.59,0
"Nolan Ryan","ryanno01",1982,3.09,0
"Nolan Ryan","ryanno01",1975,2.64,0
"Nolan Ryan","ryanno01",1978,2.57,0
"Nolan Ryan","ryanno01",1983,2.11,0
"Nolan Ryan","ryanno01",1986,2,0
"Nolan Ryan","ryanno01",1992,1.98,0
"Nolan Ryan","ryanno01",1984,1.76,0
"Nolan Ryan","ryanno01",1988,1.7,0
"Nolan Ryan","ryanno01",1970,1.51,0
"Nolan Ryan","ryanno01",1985,1.5,0
"Nolan Ryan","ryanno01",1980,1.47,0
"Nolan Ryan","ryanno01",1968,0.85,0
"Nolan Ryan","ryanno01",1969,0.53,0
"Nolan Ryan","ryanno01",1966,-0.21,0
"Nolan Ryan","ryanno01",1971,-0.22,0
"Nolan Ryan","ryanno01",1993,-0.58,0
"Ryne Sandberg","sandbry01",1984,8.52,0
"Ryne Sandberg","sandbry01",1992,7.76,0
"Ryne Sandberg","sandbry01",1990,7.07,0
"Ryne Sandberg","sandbry01",1991,7,0
"Ryne Sandberg","sandbry01",1989,6.09,0
"Ryne Sandberg","sandbry01",1985,5.75,0
"Ryne Sandberg","sandbry01",1988,4.63,0
"Ryne Sandberg","sandbry01",1983,3.66,0
"Ryne Sandberg","sandbry01",1986,3.46,0
"Ryne Sandberg","sandbry01",1993,3.32,0
"Ryne Sandberg","sandbry01",1996,3.19,0
"Ryne Sandberg","sandbry01",1982,3.11,0
"Ryne Sandberg","sandbry01",1987,2.36,0
"Ryne Sandberg","sandbry01",1994,0.93,0
"Ryne Sandberg","sandbry01",1997,0.81,0
"Ryne Sandberg","sandbry01",1981,-0.12,0
"Mike Schmidt","schmimi01",1974,9.68,0
"Mike Schmidt","schmimi01",1980,8.84,0
"Mike Schmidt","schmimi01",1977,8.83,0
"Mike Schmidt","schmimi01",1976,8,0
"Mike Schmidt","schmimi01",1979,7.88,0
"Mike Schmidt","schmimi01",1981,7.66,0
"Mike Schmidt","schmimi01",1975,7.65,0
"Mike Schmidt","schmimi01",1982,7.37,0
"Mike Schmidt","schmimi01",1984,7,0
"Mike Schmidt","schmimi01",1983,6.83,0
"Mike Schmidt","schmimi01",1978,6.18,0
"Mike Schmidt","schmimi01",1986,6.12,0
"Mike Schmidt","schmimi01",1987,6.09,0
"Mike Schmidt","schmimi01",1985,5.01,0
"Mike Schmidt","schmimi01",1973,1.85,0
"Mike Schmidt","schmimi01",1988,1.81,0
"Mike Schmidt","schmimi01",1972,0.07,0
"Mike Schmidt","schmimi01",1989,-0.38,0
"Tom Seaver","seaveto01",1973,11.02,0
"Tom Seaver","seaveto01",1971,10.94,0
"Tom Seaver","seaveto01",1977,8.46,0
"Tom Seaver","seaveto01",1975,8.23,0
"Tom Seaver","seaveto01",1969,7.2,0
"Tom Seaver","seaveto01",1968,7.04,0
"Tom Seaver","seaveto01",1967,6.65,0
"Tom Seaver","seaveto01",1970,6.41,0
"Tom Seaver","seaveto01",1974,5.79,0
"Tom Seaver","seaveto01",1972,5.59,0
"Tom Seaver","seaveto01",1976,5.27,0
"Tom Seaver","seaveto01",1985,5.04,0
"Tom Seaver","seaveto01",1978,4.7,0
"Tom Seaver","seaveto01",1981,4.36,0
"Tom Seaver","seaveto01",1984,4.05,0
"Tom Seaver","seaveto01",1979,3.52,0
"Tom Seaver","seaveto01",1983,2.58,0
"Tom Seaver","seaveto01",1986,2.53,0
"Tom Seaver","seaveto01",1980,1.85,0
"Tom Seaver","seaveto01",1982,-0.77,0
"Al Simmons","simmoal01",1929,7.9,0
"Al Simmons","simmoal01",1930,7.76,0
"Al Simmons","simmoal01",1931,7.47,0
"Al Simmons","simmoal01",1925,6.54,0
"Al Simmons","simmoal01",1927,5.83,0
"Al Simmons","simmoal01",1933,5.15,0
"Al Simmons","simmoal01",1926,5.08,0
"Al Simmons","simmoal01",1928,4.6,0
"Al Simmons","simmoal01",1934,4.5,0
"Al Simmons","simmoal01",1932,4.18,0
"Al Simmons","simmoal01",1936,3.02,0
"Al Simmons","simmoal01",1938,2.58,0
"Al Simmons","simmoal01",1924,1.46,0
"Al Simmons","simmoal01",1935,1.24,0
"Al Simmons","simmoal01",1937,1.21,0
"Al Simmons","simmoal01",1939,1.02,0
"Al Simmons","simmoal01",1940,0.22,0
"Al Simmons","simmoal01",1944,0.08,0
"Al Simmons","simmoal01",1941,-0.32,0
"Al Simmons","simmoal01",1943,-0.8,0
"George Sisler","sislege01",1920,9.89,0
"George Sisler","sislege01",1922,8.69,0
"George Sisler","sislege01",1918,6.6,0
"George Sisler","sislege01",1919,6.13,0
"George Sisler","sislege01",1917,5.85,0
"George Sisler","sislege01",1921,5.68,0
"George Sisler","sislege01",1916,5.22,0
"George Sisler","sislege01",1925,2.81,0
"George Sisler","sislege01",1915,1.99,0
"George Sisler","sislege01",1928,1.91,0
"George Sisler","sislege01",1927,1.86,0
"George Sisler","sislege01",1924,0.32,0
"George Sisler","sislege01",1929,0.28,0
"George Sisler","sislege01",1926,-0.02,0
"George Sisler","sislege01",1930,-0.19,0
"Ozzie Smith","smithoz01",1989,7.26,0
"Ozzie Smith","smithoz01",1988,6.57,0
"Ozzie Smith","smithoz01",1985,6.39,0
"Ozzie Smith","smithoz01",1987,6.39,0
"Ozzie Smith","smithoz01",1986,5.56,0
"Ozzie Smith","smithoz01",1992,5.08,0
"Ozzie Smith","smithoz01",1980,5.03,0
"Ozzie Smith","smithoz01",1991,5.03,0
"Ozzie Smith","smithoz01",1982,5.01,0
"Ozzie Smith","smithoz01",1984,4.96,0
"Ozzie Smith","smithoz01",1983,3.76,0
"Ozzie Smith","smithoz01",1990,3.6,0
"Ozzie Smith","smithoz01",1978,3.23,0
"Ozzie Smith","smithoz01",1993,3.1,0
"Ozzie Smith","smithoz01",1994,2.09,0
"Ozzie Smith","smithoz01",1979,1.62,0
"Ozzie Smith","smithoz01",1996,1.54,0
"Ozzie Smith","smithoz01",1981,0.96,0
"Ozzie Smith","smithoz01",1995,-0.73,0
"John Smoltz","smoltjo01",1996,7.67,0
"John Smoltz","smoltjo01",2006,5.86,0
"John Smoltz","smoltjo01",1997,5.46,0
"John Smoltz","smoltjo01",1991,5.31,0
"John Smoltz","smoltjo01",1999,5.28,0
"John Smoltz","smoltjo01",2005,4.91,0
"John Smoltz","smoltjo01",2007,4.27,0
"John Smoltz","smoltjo01",1995,4,0
"John Smoltz","smoltjo01",1990,3.95,0
"John Smoltz","smoltjo01",1989,3.94,0
"John Smoltz","smoltjo01",1992,3.79,0
"John Smoltz","smoltjo01",1998,3.75,0
"John Smoltz","smoltjo01",2003,3.27,0
"John Smoltz","smoltjo01",1993,2.85,0
"John Smoltz","smoltjo01",2004,2.17,0
"John Smoltz","smoltjo01",1994,1.23,0
"John Smoltz","smoltjo01",2002,1.18,0
"John Smoltz","smoltjo01",2001,0.72,0
"John Smoltz","smoltjo01",2008,0.71,0
"John Smoltz","smoltjo01",1988,-0.22,0
"John Smoltz","smoltjo01",2009,-0.57,0
"Duke Snider","snidedu01",1953,9.3,0
"Duke Snider","snidedu01",1955,8.58,0
"Duke Snider","snidedu01",1954,8.36,0
"Duke Snider","snidedu01",1956,7.6,0
"Duke Snider","snidedu01",1950,5.87,0
"Duke Snider","snidedu01",1949,5.22,0
"Duke Snider","snidedu01",1957,5.03,0
"Duke Snider","snidedu01",1952,4.57,0
"Duke Snider","snidedu01",1951,3.65,0
"Duke Snider","snidedu01",1961,2.37,0
"Duke Snider","snidedu01",1959,2.27,0
"Duke Snider","snidedu01",1960,1.49,0
"Duke Snider","snidedu01",1962,1.24,0
"Duke Snider","snidedu01",1963,1.21,0
"Duke Snider","snidedu01",1958,0.43,0
"Duke Snider","snidedu01",1948,0.24,0
"Duke Snider","snidedu01",1947,-0.38,0
"Duke Snider","snidedu01",1964,-0.57,0
"Warren Spahn","spahnwa01",1947,9.33,0
"Warren Spahn","spahnwa01",1953,9.1,0
"Warren Spahn","spahnwa01",1951,8.03,0
"Warren Spahn","spahnwa01",1952,7.07,0
"Warren Spahn","spahnwa01",1959,6.33,0
"Warren Spahn","spahnwa01",1958,5.95,0
"Warren Spahn","spahnwa01",1956,5.91,0
"Warren Spahn","spahnwa01",1962,5.88,0
"Warren Spahn","spahnwa01",1954,5.6,0
"Warren Spahn","spahnwa01",1949,5.59,0
"Warren Spahn","spahnwa01",1950,5.57,0
"Warren Spahn","spahnwa01",1961,5.23,0
"Warren Spahn","spahnwa01",1963,4.65,0
"Warren Spahn","spahnwa01",1957,4.59,0
"Warren Spahn","spahnwa01",1955,4.33,0
"Warren Spahn","spahnwa01",1948,3.36,0
"Warren Spahn","spahnwa01",1960,2.84,0
"Warren Spahn","spahnwa01",1946,2.39,0
"Warren Spahn","spahnwa01",1965,0.79,0
"Warren Spahn","spahnwa01",1942,-0.6,0
"Warren Spahn","spahnwa01",1964,-1.79,0
"Tris Speaker","speaktr01",1912,10.08,0
"Tris Speaker","speaktr01",1914,9.88,0
"Tris Speaker","speaktr01",1923,8.97,0
"Tris Speaker","speaktr01",1916,8.65,0
"Tris Speaker","speaktr01",1920,8.47,0
"Tris Speaker","speaktr01",1913,8.32,0
"Tris Speaker","speaktr01",1917,7.69,0
"Tris Speaker","speaktr01",1910,7.66,0
"Tris Speaker","speaktr01",1915,7.08,0
"Tris Speaker","speaktr01",1922,6.9,0
"Tris Speaker","speaktr01",1925,6.46,0
"Tris Speaker","speaktr01",1921,6.45,0
"Tris Speaker","speaktr01",1909,6.3,0
"Tris Speaker","speaktr01",1911,6.08,0
"Tris Speaker","speaktr01",1918,5.5,0
"Tris Speaker","speaktr01",1926,5.39,0
"Tris Speaker","speaktr01",1919,5.16,0
